name,address,city,state,zip,phone,website,latitude,longitude,scope,source,facility_type,primary_focus,substances,age_groups,identity_factors,insurance,settings,therapy_approaches,languages
GLFHC at Element Care,14 Ingalls Ct,Methuen,MA,1844,978-686-0090,,42.72181696,-71.18371588,national,findtreatment.gov,HRSA,,,,,,,,english
MSFHS AT WESTERN AVENUE,694 Western Avenue,Lynn,MA,1905,781-595-7348,https://lchcnet.org/aboutus/,42.46366797,-70.96424455,national,findtreatment.gov,HRSA,,,,,,,,english
"Angela Blazis, NP",26 Queen Street,Worcester,MA,1610,508-860-7800,,42.2593,-71.8147,national,findtreatment.gov,BUPREN,,,,,,,,english
BNHC Pharmacy,63 Main St STE 100,Brockton,MA,2301,508-559-6699,,42.0845518,-71.02015059,national,findtreatment.gov,HRSA,,,,,,,,english
Pegasus House,482 Lowell St,Lawrence,MA,1841,978-687-4257,https://psychologicalcenter.com/our-programs/pegasus-house/,42.701927,-71.17951009,national,findtreatment.gov,HRSA,,,,,,,,english
"Andrea Marie Conway, NP",39A Industrial Park Road,Plymouth,MA,2360,508-830-1444,,41.961,-70.6995,national,findtreatment.gov,BUPREN,,,,,,,,english
"Angela S D'Antonio, NP",Tewksbury Hospital,Tewksbury,MA,1876,978-851-7321,,42.607,-71.2195,national,findtreatment.gov,BUPREN,,,,,,,,english
Bentley Academy Charter,25 Memorial Dr,Salem,MA,1970,978-740-8388,https://www.nschi.org,42.52840811,-70.88075828,national,findtreatment.gov,HRSA,,,,,,,,english
HUNTINGTON HEALTH CENTER,73 Russell Rd,Huntington,MA,1050,413-667-3009,https://www.hchcweb.org,42.22430396,-72.87032301,national,findtreatment.gov,HRSA,,,,,,,,english
"Lilian Ojutalayo, NP",242 Sutton Street,North Andover,MA,1845,978-655-1987,,42.7076,-71.13,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Mary Linda Brown, M.D.",Lowell Community Health Center,Lowell,MA,1852,978-937-9700,,42.6422,-71.3115,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Davida Marti Schiff, M.D.",88 E. Newton Street,Boston,MA,2118,617-414-3642,,42.337,-71.0706,national,findtreatment.gov,BUPREN,,,,,,,,english
"Heather E Finlay-Morreale,",225 Leominster Road,STerling,MA,1654,978-422-6900,,42.4675,-71.7468,national,findtreatment.gov,BUPREN,,,,,,,,english
"Andrea Maria Jodat, NP",Boston Medical Center OBAT TTA,Boston,MA,2118,617-638-8000,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Matthew Stevens Ellam, NP",63 Main St FL 5,Brockton,MA,2301,508-559-6699,,42.0845,-71.0202,national,findtreatment.gov,BUPREN,,,,,,,,english
26 Sturgis Street,26 Sturgis St,Winthrop,MA,2152,617-569-5800,https://www.ebnhc.org,42.37285281,-70.97027969,national,findtreatment.gov,HRSA,,,,,,,,english
"Nicholas David Patchett,",351 commonwealth avenue,Boston,MA,2115,857-333-7858,,42.3496,-71.0883,national,findtreatment.gov,BUPREN,,,,,,,,english
"Frances Mary Hurley, NP",125 Liberty Street,Springfield,MA,1103,413-271-7136,,42.1087,-72.5961,national,findtreatment.gov,BUPREN,,,,,,,,english
"Benjamin Aaron Bier, MA",330 Brookline Avenue,Boston,MA,2215,617-754-9600,,42.3396,-71.105,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Susan Ina Spitz, MD",7 N. Main Street,Attleboro,MA,2703,877-557-3155,,41.9448,-71.2841,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christopher Aric Hicks, NP",21 E. Street,North Attleboro,MA,2760,406-758-5155,,48.2125,-114.3237,national,findtreatment.gov,BUPREN,,,,,,,,english
"Amie Lee Begin, NP",280 Union Street,Lynn,MA,1901,781-731-6804,,42.465,-70.9431,national,findtreatment.gov,BUPREN,,,,,,,,english
"Evan Ross Berg,",2014 Washington Street,Newton,MA,2462,617-243-6345,,42.3306,-71.2464,national,findtreatment.gov,BUPREN,,,,,,,,english
MANET CHC AT SNUG HARBOR,9 Bicknell St,Quincy,MA,2169,617-471-4715,https://www.manetchc.org,42.25221866,-70.96587055,national,findtreatment.gov,HRSA,,,,,,,,english
"Christine Malagrida, NP",27 Congress Street,Salem,MA,1970,978-825-1138,,42.5182,-70.8878,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marielle Baldwin,",Boston Medical Center,Boston,MA,2119,404-290-5172,,42.3321,-71.0736,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ann Marie O'Dea, NP",106 Claybrook Road,Dover,MA,2030,617-732-5500,,42.3538,-71.1568,national,findtreatment.gov,BUPREN,,,,,,,,english
"Thomas James Kwapien, JR PA",Vertava Health of MA,Cummington,MA,1026,413-634-3600,,42.4832,-72.8845,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Amy Lutisha Lee, M.D.",Greater Lawrence Family Health Center,Lawrence,MA,1841,978-685-1770,,42.7162,-71.1664,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sonia Lipson, NP",398 Neponset Avenue,Dorchester,MA,2143,617-501-9465,,42.2868,-71.044,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jennifer Lynn McCauley, MD",19 Norwood Street,Everett,MA,2149,617-394-7500,,42.4076,-71.0565,national,findtreatment.gov,BUPREN,,,,,,,,english
"MIADETTE PHENG-PHAL, NP",269 UNION STREET,LYNN,MA,1901,781-581-3900,,42.4652,-70.9436,national,findtreatment.gov,BUPREN,,,,,,,,english
"Janet Helliwell, NP",208 TANNERY ROAD,WESTFIELD,MA,1085,413-454-4203,,42.0884,-72.7474,national,findtreatment.gov,BUPREN,,,,,,,,english
"Carolyn Anne Matheson, NP",73 Buffum Street,Lynn,MA,1902,781-586-6546,,42.4658,-70.9449,national,findtreatment.gov,BUPREN,,,,,,,,english
Acushnet Ave,401 Acushnet Ave,New Bedford,MA,2740,508-992-6553,,41.63643804,-70.92537731,national,findtreatment.gov,HRSA,,,,,,,,english
Mobile Van #1,415 Columbia Road,Dorchester,MA,2125,617-287-8000,https://www.uphams.org,42.31222198,-71.06878348,national,findtreatment.gov,HRSA,,,,,,,,english
"Kristin Farrell Wason, NP",725 Albany Street,Boston,MA,2118,617-414-5951,,42.3348,-71.072,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. John Sang Kim, M.D.",1493 Cambridge Street,Cambridge,MA,2139,617-665-2177,,42.3756,-71.1051,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jennifer Rosenblum, MD",MGH Adolescent and Young Adult Medicine,Boston,MA,2114,617-643-1201,,42.3632,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
10 Garofalo Street,10 Garofalo Street,Revere,MA,2151,617-569-5800,,42.42098162,-70.99895577,national,findtreatment.gov,HRSA,,,,,,,,english
"Laywell Tedoe, NP",68 North Front Street,New Bedford,MA,2740,508-992-1500,,41.6526,-70.9233,national,findtreatment.gov,BUPREN,,,,,,,,english
Steiger Building,267 High Street,Holyoke,MA,1040,413-420-2200,,42.20648368,-72.60823407,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Gene Jacobs, D.O.",209 Massapoag Avenue,North Easton,MA,2356,781-254-6179,,42.0538,-71.1637,national,findtreatment.gov,BUPREN,,,,,,,,english
Mobile Health Unit 3,34 Haverhill Street,Lawrence,MA,1841,978-686-0090,,42.7120971,-71.15220604,national,findtreatment.gov,HRSA,,,,,,,,english
"Karyn Elizabeth Schalet, PA",Mercy Hospital,Springfield,MA,1104,413-584-7425,,42.1158,-72.5928,national,findtreatment.gov,BUPREN,,,,,,,,english
The Dr. Gerald Hass Center,400 Shawmut Avenue,Boston,MA,2118,617-425-2000,,42.34056627,-71.07312262,national,findtreatment.gov,HRSA,,,,,,,,english
Savin Hill,1140 Dorchester Avenue,Dorchester,MA,2125,617-287-8000,,42.31204609,-71.05738887,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Margaret Mary Hunt, DO","Commonwealth of Massachusetts, Tewksbury Hospital",Tewksbury,MA,1876,978-851-7321,,42.7062,-71.0697,national,findtreatment.gov,BUPREN,,,,,,,,english
143 Addison Street,143 Addison Street,East Boston,MA,2128,617-569-5800,,42.38522316,-71.01571765,national,findtreatment.gov,HRSA,,,,,,,,english
Casa Esperanza,245 Eustis St,Boston,MA,2119,617-445-1123,,42.32678931,-71.07502917,national,findtreatment.gov,HRSA,,,,,,,,english
BREED MIDDLE SCHOOL,90 Ocallaghan Way,Lynn,MA,1905,781-598-0287,https://lchcnet.org/aboutus/,42.47130568,-70.98624486,national,findtreatment.gov,HRSA,,,,,,,,english
MITCH'S PLACE,127 How St,Haverhill,MA,1830,978-725-7400,https://www.glfhc.org,42.77704168,-71.08092592,national,findtreatment.gov,HRSA,,,,,,,,english
"Karra Merle Cheever, NP",15 Railroad Avenue,South Hamilton,MA,1982,978-468-7381,,42.6109,-70.8745,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Robert Joseph Mulvey, MD",10 Willard Road,MA,MA,2493,781-899-7969,,42.3921,-71.3027,national,findtreatment.gov,BUPREN,,,,,,,,english
CAB TRANSITIONS,365 East Street,Tewksbury,MA,1876,978-725-7400,https://www.glfhc.org,42.61160185,-71.22174013,national,findtreatment.gov,HRSA,,,,,,,,english
YWCA,38 Lawrence St,Lawrence,MA,1840,978-725-7400,https://www.glfhc.org,42.70875461,-71.16254294,national,findtreatment.gov,HRSA,,,,,,,,english
"Hannah-Mariah W. Severns, NP",8 Curlew Court,Nantucket,MA,2554,617-913-2765,,41.2642,-70.0711,national,findtreatment.gov,BUPREN,,,,,,,,english
Transitions,211 River St BLDG M,Mattapan,MA,2126,617-354-2646,,42.27346046,-71.08178616,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Salah Alrakawi, MD",Brigham &amp;amp; Women's Hospital,Jamaica Plain,MA,2130,857-307-3300,,42.3001,-71.1019,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kathleen A. Conway, NP",15 Parkman Street,Boston,MA,2114,617-726-3456,,42.3626,-71.0683,national,findtreatment.gov,BUPREN,,,,,,,,english
"David Jaffe, NP",446 Waquoit Highway,Waquoit,MA,2536,774-255-5010,,41.588,-70.518,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Alex Gonzalez, MD",Atrius Health,Boston,MA,2116,617-859-5101,,42.3441,-71.0984,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Steven Jon Mendes, MD",53 Marion Road,Wareham,MA,2571,508-295-8622,,41.7607,-70.7221,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Spencer Evan Rittner, MD",1101 Beacon Street,Brookline,MA,2465,617-396-8005,,42.3447,-71.111,national,findtreatment.gov,BUPREN,,,,,,,,english
20 Maverick Square,20 Maverick Square,East Boston,MA,2128,617-569-5800,https://www.ebnhc.org,42.36945785,-71.03947439,national,findtreatment.gov,HRSA,,,,,,,,english
"Emily Anne Shell, NP",780 Albany Street,Boston,MA,2118,857-654-1815,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Brian R Penti, M.D.","11 Water Street, Suite 1 A",Arlington,MA,2476,781-648-9700,,42.3321,-71.0736,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Clark Allen Van Den Berghe, MD",269 Union Street,Lynn,MA,1901,781-581-3900,,42.4652,-70.9436,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. David Slack, MD",238 Northampton street,Easthampton,MA,1027,413-559-1988,,42.2884,-72.6628,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Helena McCracken, DO",33 Locust Street,Northampton,MA,1060,413-582-2000,,42.332,-72.6532,national,findtreatment.gov,BUPREN,,,,,,,,english
"Carol Elizabeth Hansen, NP",Baystate VNA Hospice,Springfield,MA,1102,14134557993,,42.1018,-72.5828,national,findtreatment.gov,BUPREN,,,,,,,,english
"David Nicholas Martino, NP",463 Worcester Rd,Framingham,MA,1701,508-392-4269,,42.1231,-71.2326,national,findtreatment.gov,BUPREN,,,,,,,,english
"Emery Wilson Fuller Marcus, NP",400 Stanley Street,Fall River,MA,2720,508-675-1054,,41.7148,-71.1353,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Edgar Henry Ballenas, MD",310 Cambridge Street,Cambridge,MA,2141,508-904-1995,,42.2721,-71.8019,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Mark S. Bean, M.D.",clean slate centers,springfield,MA,1103,413-584-2173,,42.1072,-72.5974,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Margret Wanhua Chang, MD",Tri-River Family Health Center,Uxbridge,MA,1569,508-278-5573,,42.0966,-71.6236,national,findtreatment.gov,BUPREN,,,,,,,,english
Y2Y Harvard Square,1 Church St,Cambridge,MA,2138,857-654-1600,,42.37448717,-71.11895718,national,findtreatment.gov,HRSA,,,,,,,,english
RAW Art Works,37 Central Square,Lynn,MA,1901,781-593-5515,,42.46396464,-70.94460298,national,findtreatment.gov,HRSA,,,,,,,,english
BNHC Administrative Site 2,60 School Street,Brockton,MA,2301,508-559-6699,,42.08249631,-71.01765177,national,findtreatment.gov,HRSA,,,,,,,,english
"Jessica M Bossie, MD",58 Old North Rd,Worthington,MA,1098,413-238-5511,,42.1003,-72.5873,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Vikram Raj Jorgen Butani, MD",110 West Squantum Street,North Quincy,MA,2170,617-376-3000,,42.2726,-71.0308,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jessica Jin Kim, NP",146 Front Street Suite 101,Scituate,MA,2066,,,42.1586,-70.8602,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ellen S Reece, NP","Gloucester Family Health Center, N. Shore Community Health",Gloucester,MA,1930,978-236-0213,,42.6264,-70.6806,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kimberly Mahoney, PA",BHN,Springfield,MA,1104,413-272-1333,,42.1136,-72.5862,national,findtreatment.gov,BUPREN,,,,,,,,english
HANCOCK STREET CLINIC,435 Hancock St,North Quincy,MA,2171,617-318-3300,https://www.scchc.org,42.27227722,-71.0245142,national,findtreatment.gov,HRSA,,,,,,,,english
"Julianne Elizabeth Lavelle, NP",780 Albany Street,Boston,MA,2118,857-654-1000,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Hilary Herbert Mislan, MD",26 Queen Street,Worcester,MA,1610,508-860-7700,,42.2593,-71.8142,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Tanveer Ahmed, MD",Brien Center,Great Barrington,MA,1230,413-528-9155,,42.1976,-73.3579,national,findtreatment.gov,BUPREN,,,,,,,,english
"Antonette M. Comeau, NP",121 Lincoln Street,Worchester,MA,1605,508-890-0990,,42.2772,-71.7946,national,findtreatment.gov,BUPREN,,,,,,,,english
"Shannon Corrine Korich, NP",107 Lincoln Street,worcester,MA,1605,508-799-9000,,42.2764,-71.7949,national,findtreatment.gov,BUPREN,,,,,,,,english
"Eileen Margaret Molloy, NP",874 Purchase Street,New Bedford,MA,2740,508-992-6553,,41.6362,-70.9257,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Khalid Mohamed, M.D.",21 school street,Quincy,MA,2169,508-408-6190,,42.2451,-71.0012,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lisa Lynn Miller, NP",12 County Branch Road,Rowe,MA,1301,413-625-6240,,42.695,-72.9161,national,findtreatment.gov,BUPREN,,,,,,,,english
New Health Charlestown,15 Tufts Street,Charlestown,MA,2129,617-643-8000,https://www.northendwaterfront.org,42.37789838,-71.05688469,national,findtreatment.gov,HRSA,,,,,,,,english
CHP Lee Family Practice,11 Quarry Hill Road,Lee,MA,1238,413-243-0536,https://www.chpberkshires.org/,42.28199101,-73.25271852,national,findtreatment.gov,HRSA,,,,,,,,english
"Stella R. Adu-Gyamfi, NP",121 Lincoln Street,Worcester,MA,1605,508-756-0514,,42.2772,-71.7946,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Madhavi Medipally, M.D.",37 Roman Drive,Shrewsbury,MA,1545,423-767-2006,,42.2689,-71.7263,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Mary Clark Chang, DO",Women's Health Care,Haverhill,MA,1830,978-556-0100,,42.8187,-70.908,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Amanda Arlette Westlake, M.D.",Baystate Mason Square Neighborhood Health Center,Springfield,MA,1109,413-794-3710,,42.111,-72.5633,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Athari Mohamed Alyazidi, M.D.",1233 Main Street,Holyoke,MA,1040,617-943-5251,,42.1664,-72.6334,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Nnamdi O Amaechina, MD",5 Lori Ellen Drive,Lincoln,MA,2865,401-575-3647,,41.8767,-71.4612,national,findtreatment.gov,BUPREN,,,,,,,,english
"Stephanie Anne Butler, NP",Massachusetts General Hospital,Boston,MA,2114,617-643-0952,,42.3617,-71.0672,national,findtreatment.gov,BUPREN,,,,,,,,english
Lynn Multiservice Center,100 Willow St,Lynn,MA,1901,781-581-0739,https://lchcnet.org/aboutus/,42.4649452,-70.94752718,national,findtreatment.gov,HRSA,,,,,,,,english
"Barbara Ann Roderick, NP",581 Faunce Corner Road,North Dartmouth,MA,2747,508-207-9800,,41.6264,-70.9382,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Lindsay Nicole Warner, MD",75 Francis Street,Boston,MA,2115,617-732-6510,,42.3362,-71.1065,national,findtreatment.gov,BUPREN,,,,,,,,english
"Yvonne M. Smikle, MD",Middlesex Recovery PC,Gloucester,MA,1930,978-515-7664,,42.5017,-71.124,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Haldor Peter Greig Barnes, M.D.",68 Camp Street,Hyannis,MA,2601,774-470-1370,,41.6574,-70.2756,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jacqueline Tessa Draper, MD",1030 President Avenue,Fall River,MA,2720,508-973-9600,,41.7141,-71.1386,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nicole Coggins, NP",Star Family Healthcare Center,Fall River,MA,2720,508-675-1054,,41.7145,-71.1352,national,findtreatment.gov,BUPREN,,,,,,,,english
Southampton Street Shelter,112 Southampton St,Boston,MA,2118,617-534-2881,,42.33236998,-71.06926996,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. William Nicholas Fenney, MD",35 Cedar Street,Hyannis,MA,2601,508-778-6363,,41.6573,-70.2745,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jean Marie Bakey, DO",195 Canal Street,Malden,MA,2148,484-894-7229,,42.4199,-71.0727,national,findtreatment.gov,BUPREN,,,,,,,,english
"Benjamin Alfred, NP",26 Queen Street,Worcester,MA,1610,508-860-7700,,42.2593,-71.8142,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rose Danner, NP",16 State Street,Marblehead,MA,1945,617-869-3967,,42.5053,-70.8484,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Henry Joseph Grazioso, MD",860 Centre Street,Brockton,MA,2302,508-941-7458,,42.0875,-70.983,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jo A Stearns, PA",PO Box 218,North Hatfield,MA,1066,404-290-0186,,42.409,-72.6225,national,findtreatment.gov,BUPREN,,,,,,,,english
MANET North Quincy,110 W Squantum St,Quincy,MA,2171,617-376-3000,https://www.manetchc.org,42.27275847,-71.03124999,national,findtreatment.gov,HRSA,,,,,,,,english
"Rebecca L.C. Thal, NP",26 Queen Street,Worcester,MA,1610,508-860-7700,,42.2593,-71.8142,national,findtreatment.gov,BUPREN,,,,,,,,english
"Amber Rose Cooley, NP",Arbour Counseling Services,Allston,MA,2134,617-782-6460,,42.3519,-71.1277,national,findtreatment.gov,BUPREN,,,,,,,,english
Sullivan Health Center,140 Apricot St,Worcester,MA,1603,508-757-5350,https://www.fhcw.org,42.24470344,-71.86305312,national,findtreatment.gov,HRSA,,,,,,,,english
CHICOPEE HEALTH CENTER,505 Front St,Chicopee,MA,1013,413-420-2222,https://www.hhcinc.org,42.14809803,-72.59757984,national,findtreatment.gov,HRSA,,,,,,,,english
Goddard Health Center,14 Richards Street,Worcester,MA,1603,508-757-3401,https://www.fhcw.org,42.24778082,-71.82375792,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Mary Louise C Ashur, MD",398 Neponset Avenue,Dorchester,MA,2122,617-282-3200,,42.2866,-71.0441,national,findtreatment.gov,BUPREN,,,,,,,,english
SSTAR's South End Services,1010 S Main St,Fall River,MA,2724,508-675-1054,https://www.sstar.org,41.69078852,-71.16515055,national,findtreatment.gov,HRSA,,,,,,,,english
"Kathleen Neimann, NP",9 Bicknell Street,Quincy,MA,2169,617-471-4715,,42.2522,-70.9656,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christine Marie McMackin, NP",994 Middle St,Weymouth,MA,2188,781-534-3836,,42.192,-70.9499,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kathleen Rogers, NP",78 Libby Avenue,Reading,MA,1867,617-905-1978,,42.5304,-71.0891,national,findtreatment.gov,BUPREN,,,,,,,,english
"Frances Mary Hurley, NP","70 Court Street, Suite #3",Westfield,MA,1085,413-732-0040,,42.1197,-72.756,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ishnane Edine Guillet, NP",780 Albany Street,Boston,MA,2118,857-654-1317,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Brynn East O'Donnell, NP",30 Winter Street,Boston,MA,2108,203-910-0256,,42.3557,-71.0615,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Angela Alves Cabral, MD",Community Health Connection,Fitchburg,MA,1420,1-978-878-8100,,42.5974,-71.8078,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Emilymarie Clionsky, MD",155 Maple Street,Springfield,MA,1105,413-306-6060,,42.1,-72.5792,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jo A Stearns, PA",354 West Street,Hatfield,MA,1038,404-290-0186,,42.4137,-72.6217,national,findtreatment.gov,BUPREN,,,,,,,,english
"Caron A. Bixby, NP",227 Babcock Street,Brookline,MA,2446,617-731-3200,,42.3508,-71.1212,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Alan Barry Weiner, MD",151 South Street,Cummington,MA,1026,413-634-3600,,42.4832,-72.8845,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jodi Elene Eipper-Mains, MD",LifeStance Health,Waltham,MA,2451,781-646-0500,,42.3355,-71.1083,national,findtreatment.gov,BUPREN,,,,,,,,english
